,time(s),[A](M)
0,0.0,1.3080443537044961
1,20.408163265306122,1.2053061580954454
2,40.816326530612244,1.1219035488398543
3,61.224489795918366,1.0329423492525553
4,81.63265306122449,0.9704198704235864
5,102.0408163265306,0.9052674822002346
6,122.44897959183673,0.8437253051418547
7,142.85714285714286,0.7875486845214259
8,163.26530612244898,0.7398441292678787
9,183.6734693877551,0.682947603467305
10,204.0816326530612,0.6403703034740628
11,224.48979591836735,0.5910324680281019
12,244.89795918367346,0.5554134847007541
13,265.3061224489796,0.5186458425886531
14,285.7142857142857,0.46776151311471503
15,306.1224489795918,0.4447749574458822
16,326.53061224489795,0.41429129407474635
17,346.9387755102041,0.37595735821703086
18,367.3469387755102,0.36191015382394803
19,387.7551020408163,0.33790534052128246
20,408.1632653061224,0.30330063986843675
21,428.57142857142856,0.29115273890547627
22,448.9795918367347,0.26220367245306514
23,469.3877551020408,0.25040671481273385
24,489.7959183673469,0.23938260619528054
25,510.2040816326531,0.21628761497409177
26,530.6122448979592,0.20229817158080635
27,551.0204081632653,0.19829273772153896
28,571.4285714285714,0.173862016626145
29,591.8367346938776,0.15573100537766335
30,612.2448979591836,0.14624785666005505
31,632.6530612244898,0.1587762052895583
32,653.0612244897959,0.1299023138025185
33,673.469387755102,0.11886280383330913
34,693.8775510204082,0.11428860609937976
35,714.2857142857142,0.10391625763592097
36,734.6938775510204,0.09181879103784522
37,755.1020408163265,0.09346972386073353
38,775.5102040816327,0.07967686126126515
39,795.9183673469388,0.06959407549954533
40,816.3265306122448,0.07899679129098186
41,836.734693877551,0.07213546532609137
42,857.1428571428571,0.07568375057695687
43,877.5510204081633,0.06048516548569396
44,897.9591836734694,0.058584962234968715
45,918.3673469387755,0.04500657693642793
46,938.7755102040816,0.04879019539234022
47,959.1836734693877,0.04468230843210097
48,979.5918367346939,0.04688768159897089
49,1000.0,0.03097458200126929
